title,name_en,name_zh,name_ja,has_in_game_screenshot,target_media_file,local_filename,image_url,width,height,filesize,local_rel_path,grid_size,size_category,size_label
Item:Red-design kitchen mat (New Horizons),Red-design kitchen mat,紅色圖案廚房地墊,あかいパターンキッチンマット,False,File:Red-Design_Kitchen_Mat_NH_Icon.png,紅色圖案廚房地墊_Red-design_kitchen_mat.png,https://dodo.ac/np/images/d/d7/Red-Design_Kitchen_Mat_NH_Icon.png,128,128,8970,images/rugs/紅色圖案廚房地墊_Red-design_kitchen_mat.webp,2.0 × 1.0,S,小型 (S)
Item:Retro dotted rug (New Horizons),Retro dotted rug,復古點點地毯,レトロドットのラグ,False,File:Retro_Dotted_Rug_NH_Icon.png,復古點點地毯_Retro_dotted_rug.png,https://dodo.ac/np/images/0/0d/Retro_Dotted_Rug_NH_Icon.png,128,128,10233,images/rugs/復古點點地毯_Retro_dotted_rug.webp,4.0 × 3.0,L,大型 (L)
Item:Rough rug (New Horizons),Rough rug,硬地墊,ハードマット,False,File:Rough_Rug_NH_Icon.png,硬地墊_Rough_rug.png,https://dodo.ac/np/images/b/ba/Rough_Rug_NH_Icon.png,128,128,10133,images/rugs/硬地墊_Rough_rug.webp,2.0 × 1.0,S,小型 (S)
Item:Round glowing-moss rug (New Horizons),Round glowing-moss rug,光蘚圓形地墊,ヒカリゴケのラウンドマット,False,File:Round_Glowing-Moss_Rug_NH_Icon.png,光蘚圓形地墊_Round_glowing-moss_rug.png,https://dodo.ac/np/images/a/a6/Round_Glowing-Moss_Rug_NH_Icon.png,128,128,9705,images/rugs/光蘚圓形地墊_Round_glowing-moss_rug.webp,2.0 × 2.0,S,小型 (S)
Item:Round vine rug (New Horizons),Round vine rug,藤蔓圓形地墊,ツルのラウンドラグ,False,File:Round_Vine_Rug_NH_Icon.png,藤蔓圓形地墊_Round_vine_rug.png,https://dodo.ac/np/images/a/aa/Round_Vine_Rug_NH_Icon.png,128,128,10206,images/rugs/藤蔓圓形地墊_Round_vine_rug.webp,2.0 × 2.0,S,小型 (S)
Item:Rubber mud mat (New Horizons),Rubber mud mat,塑膠刮泥墊,ゴムのどろふきマット,False,File:Rubber_Mud_Mat_NH_Icon.png,塑膠刮泥墊_Rubber_mud_mat.png,https://dodo.ac/np/images/4/4a/Rubber_Mud_Mat_NH_Icon.png,128,128,9693,images/rugs/塑膠刮泥墊_Rubber_mud_mat.webp,2.0 × 1.0,S,小型 (S)
Item:Shamrock rug (New Horizons),Shamrock rug,三葉草地毯,シャムロックのラグ,False,File:Shamrock_Rug_NH_Icon.png,三葉草地毯_Shamrock_rug.png,https://dodo.ac/np/images/9/94/Shamrock_Rug_NH_Icon.png,128,128,8278,images/rugs/三葉草地毯_Shamrock_rug.webp,3.0 × 3.0,M,中型 (M)
Item:Shanty mat (New Horizons),Shanty mat,舊草蓆,ふるいむしろのラグ,False,File:Shanty_Mat_NH_Icon.png,舊草蓆_Shanty_mat.png,https://dodo.ac/np/images/4/49/Shanty_Mat_NH_Icon.png,128,128,13611,images/rugs/舊草蓆_Shanty_mat.webp,4.0 × 4.0,L,大型 (L)
Item:Shell rug (New Horizons),Shell rug,貝殼地毯,かいがらのラグ,False,File:Shell_Rug_NH_Icon.png,貝殼地毯_Shell_rug.png,https://dodo.ac/np/images/3/31/Shell_Rug_NH_Icon.png,128,128,7363,images/rugs/貝殼地毯_Shell_rug.webp,3.0 × 3.0,M,中型 (M)
Item:Simple entrance mat (New Horizons),Simple entrance mat,簡約玄關地墊,シンプルなげんかんマット,False,File:Simple_Entrance_Mat_NH_Icon.png,簡約玄關地墊_Simple_entrance_mat.png,https://dodo.ac/np/images/3/3f/Simple_Entrance_Mat_NH_Icon.png,128,128,7841,images/rugs/簡約玄關地墊_Simple_entrance_mat.webp,2.0 × 1.0,S,小型 (S)
Item:Simple green bath mat (New Horizons),Simple green bath mat,綠色簡約浴室地墊,グリーンのシンプルバスマット,False,File:Simple_Green_Bath_Mat_NH_Icon.png,綠色簡約浴室地墊_Simple_green_bath_mat.png,https://dodo.ac/np/images/4/4f/Simple_Green_Bath_Mat_NH_Icon.png,128,128,9243,images/rugs/綠色簡約浴室地墊_Simple_green_bath_mat.webp,2.0 × 1.0,S,小型 (S)
Item:Simple medium avocado mat (New Horizons),Simple medium avocado mat,中型卡其色簡約地墊,カーキのシンプルマット・M,False,File:Simple_Medium_Avocado_Mat_NH_Icon.png,中型卡其色簡約地墊_Simple_medium_avocado_mat.png,https://dodo.ac/np/images/4/40/Simple_Medium_Avocado_Mat_NH_Icon.png,128,128,10290,images/rugs/中型卡其色簡約地墊_Simple_medium_avocado_mat.webp,3.0 × 3.0,M,中型 (M)
Item:Simple medium black mat (New Horizons),Simple medium black mat,中型黑色簡約地墊,くろいシンプルマット・M,False,File:Simple_Medium_Black_Mat_NH_Icon.png,中型黑色簡約地墊_Simple_medium_black_mat.png,https://dodo.ac/np/images/5/58/Simple_Medium_Black_Mat_NH_Icon.png,128,128,10078,images/rugs/中型黑色簡約地墊_Simple_medium_black_mat.webp,3.0 × 3.0,M,中型 (M)
Item:Simple medium blue mat (New Horizons),Simple medium blue mat,中型藍色簡約地墊,あおいシンプルマット・M,False,File:Simple_Medium_Blue_Mat_NH_Icon.png,中型藍色簡約地墊_Simple_medium_blue_mat.png,https://dodo.ac/np/images/5/58/Simple_Medium_Blue_Mat_NH_Icon.png,128,128,10253,images/rugs/中型藍色簡約地墊_Simple_medium_blue_mat.webp,3.0 × 3.0,M,中型 (M)
Item:Simple medium brown mat (New Horizons),Simple medium brown mat,中型茶色簡約地墊,ちゃいろいシンプルマット・M,False,File:Simple_Medium_Brown_Mat_NH_Icon.png,中型茶色簡約地墊_Simple_medium_brown_mat.png,https://dodo.ac/np/images/a/ad/Simple_Medium_Brown_Mat_NH_Icon.png,128,128,10326,images/rugs/中型茶色簡約地墊_Simple_medium_brown_mat.webp,3.0 × 3.0,M,中型 (M)
Item:Simple medium orange mat (New Horizons),Simple medium orange mat,中型橘色簡約地墊,オレンジのシンプルマット・M,False,File:Simple_Medium_Orange_Mat_NH_Icon.png,中型橘色簡約地墊_Simple_medium_orange_mat.png,https://dodo.ac/np/images/8/89/Simple_Medium_Orange_Mat_NH_Icon.png,128,128,8617,images/rugs/中型橘色簡約地墊_Simple_medium_orange_mat.webp,3.0 × 3.0,M,中型 (M)
Item:Simple medium purple mat (New Horizons),Simple medium purple mat,中型紫色簡約地墊,むらさきのシンプルマット・M,False,File:Simple_Medium_Purple_Mat_NH_Icon.png,中型紫色簡約地墊_Simple_medium_purple_mat.png,https://dodo.ac/np/images/1/19/Simple_Medium_Purple_Mat_NH_Icon.png,128,128,11119,images/rugs/中型紫色簡約地墊_Simple_medium_purple_mat.webp,3.0 × 3.0,M,中型 (M)
Item:Simple medium red mat (New Horizons),Simple medium red mat,中型紅色簡約地墊,あかいシンプルマット・M,False,File:Simple_Medium_Red_Mat_NH_Icon.png,中型紅色簡約地墊_Simple_medium_red_mat.png,https://dodo.ac/np/images/f/f4/Simple_Medium_Red_Mat_NH_Icon.png,128,128,10769,images/rugs/中型紅色簡約地墊_Simple_medium_red_mat.webp,3.0 × 3.0,M,中型 (M)
Item:Simple navy bath mat (New Horizons),Simple navy bath mat,海軍藍簡約浴室地墊,ネイビーのシンプルバスマット,False,File:Simple_Navy_Bath_Mat_NH_Icon.png,海軍藍簡約浴室地墊_Simple_navy_bath_mat.png,https://dodo.ac/np/images/2/2d/Simple_Navy_Bath_Mat_NH_Icon.png,128,128,9730,images/rugs/海軍藍簡約浴室地墊_Simple_navy_bath_mat.webp,2.0 × 1.0,S,小型 (S)
Item:Simple pink bath mat (New Horizons),Simple pink bath mat,粉紅色簡約浴室地墊,ピンクのシンプルバスマット,False,File:Simple_Pink_Bath_Mat_NH_Icon.png,粉紅色簡約浴室地墊_Simple_pink_bath_mat.png,https://dodo.ac/np/images/6/62/Simple_Pink_Bath_Mat_NH_Icon.png,128,128,9810,images/rugs/粉紅色簡約浴室地墊_Simple_pink_bath_mat.webp,2.0 × 1.0,S,小型 (S)
Item:Simple small avocado mat (New Horizons),Simple small avocado mat,小型卡其色簡約地墊,カーキのシンプルマット・S,False,File:Simple_Small_Avocado_Mat_NH_Icon.png,小型卡其色簡約地墊_Simple_small_avocado_mat.png,https://dodo.ac/np/images/6/62/Simple_Small_Avocado_Mat_NH_Icon.png,128,128,10267,images/rugs/小型卡其色簡約地墊_Simple_small_avocado_mat.webp,2.0 × 2.0,S,小型 (S)
Item:Simple small black mat (New Horizons),Simple small black mat,小型黑色簡約地墊,くろいシンプルマット・S,False,File:Simple_Small_Black_Mat_NH_Icon.png,小型黑色簡約地墊_Simple_small_black_mat.png,https://dodo.ac/np/images/1/1f/Simple_Small_Black_Mat_NH_Icon.png,128,128,10588,images/rugs/小型黑色簡約地墊_Simple_small_black_mat.webp,2.0 × 2.0,S,小型 (S)
Item:Simple small blue mat (New Horizons),Simple small blue mat,小型藍色簡約地墊,あおいシンプルマット・S,False,File:Simple_Small_Blue_Mat_NH_Icon.png,小型藍色簡約地墊_Simple_small_blue_mat.png,https://dodo.ac/np/images/4/4a/Simple_Small_Blue_Mat_NH_Icon.png,128,128,10314,images/rugs/小型藍色簡約地墊_Simple_small_blue_mat.webp,2.0 × 2.0,S,小型 (S)
Item:Simple small brown mat (New Horizons),Simple small brown mat,小型茶色簡約地墊,ちゃいろいシンプルマット・S,False,File:Simple_Small_Brown_Mat_NH_Icon.png,小型茶色簡約地墊_Simple_small_brown_mat.png,https://dodo.ac/np/images/a/a3/Simple_Small_Brown_Mat_NH_Icon.png,128,128,10653,images/rugs/小型茶色簡約地墊_Simple_small_brown_mat.webp,2.0 × 2.0,S,小型 (S)
Item:Simple small orange mat (New Horizons),Simple small orange mat,小型橘色簡約地墊,オレンジのシンプルマット・S,False,File:Simple_Small_Orange_Mat_NH_Icon.png,小型橘色簡約地墊_Simple_small_orange_mat.png,https://dodo.ac/np/images/b/b5/Simple_Small_Orange_Mat_NH_Icon.png,128,128,8571,images/rugs/小型橘色簡約地墊_Simple_small_orange_mat.webp,2.0 × 2.0,S,小型 (S)
Item:Simple small purple mat (New Horizons),Simple small purple mat,小型紫色簡約地墊,むらさきのシンプルマット・S,False,File:Simple_Small_Purple_Mat_NH_Icon.png,小型紫色簡約地墊_Simple_small_purple_mat.png,https://dodo.ac/np/images/f/f2/Simple_Small_Purple_Mat_NH_Icon.png,128,128,11512,images/rugs/小型紫色簡約地墊_Simple_small_purple_mat.webp,2.0 × 2.0,S,小型 (S)
Item:Simple small red mat (New Horizons),Simple small red mat,小型紅色簡約地墊,あかいシンプルマット・S,False,File:Simple_Small_Red_Mat_NH_Icon.png,小型紅色簡約地墊_Simple_small_red_mat.png,https://dodo.ac/np/images/0/02/Simple_Small_Red_Mat_NH_Icon.png,128,128,11337,images/rugs/小型紅色簡約地墊_Simple_small_red_mat.webp,2.0 × 2.0,S,小型 (S)
Item:Skull rug (New Horizons),Skull rug,骷髏地毯,スカルのラグ,False,File:Skull_Rug_NH_Icon.png,骷髏地毯_Skull_rug.png,https://dodo.ac/np/images/2/27/Skull_Rug_NH_Icon.png,128,128,10794,images/rugs/骷髏地毯_Skull_rug.webp,3.0 × 3.0,M,中型 (M)
Item:Sloppy rug (New Horizons),Sloppy rug,邋遢地毯,だらしないラグ,False,File:Sloppy_Rug_NH_Icon.png,邋遢地毯_Sloppy_rug.png,https://dodo.ac/np/images/8/8a/Sloppy_Rug_NH_Icon.png,128,128,8684,images/rugs/邋遢地毯_Sloppy_rug.webp,4.0 × 4.0,L,大型 (L)
Item:Small Paradise Planning mat (New Horizons),Small Paradise Planning mat,巧美生活小地墊,タクミライフのミニマット,False,File:Small_Paradise_Planning_Mat_NH_Icon.png,巧美生活小地墊_Small_Paradise_Planning_mat.png,https://dodo.ac/np/images/7/75/Small_Paradise_Planning_Mat_NH_Icon.png,128,128,9226,images/rugs/巧美生活小地墊_Small_Paradise_Planning_mat.webp,2.0 × 1.0,S,小型 (S)
Item:Snowflake rug (New Horizons),Snowflake rug,雪花地毯,スノーフレークなラグ,False,File:Snowflake_Rug_NH_Icon.png,雪花地毯_Snowflake_rug.png,https://dodo.ac/np/images/e/ee/Snowflake_Rug_NH_Icon.png,128,128,9406,images/rugs/雪花地毯_Snowflake_rug.webp,3.0 × 3.0,M,中型 (M)
Item:Spooky rug (New Horizons),Spooky rug,萬聖節地毯,ハロウィンなラグ,False,File:Spooky_Rug_NH_Icon.png,萬聖節地毯_Spooky_rug.png,https://dodo.ac/np/images/f/fc/Spooky_Rug_NH_Icon.png,128,128,13157,images/rugs/萬聖節地毯_Spooky_rug.webp,4.0 × 4.0,L,大型 (L)
Item:Stage rug (New Horizons),Stage rug,舞臺地毯,ステージのラグ,False,File:Stage_Rug_NH_Icon.png,舞臺地毯_Stage_rug.png,https://dodo.ac/np/images/f/f1/Stage_Rug_NH_Icon.png,128,128,10716,images/rugs/舞臺地毯_Stage_rug.webp,3.0 × 3.0,M,中型 (M)
Item:Starry-skies rug (New Horizons),Starry-skies rug,星空地毯,ほしぞらのラグ,False,File:Starry-Skies_Rug_NH_Icon.png,星空地毯_Starry-skies_rug.png,https://dodo.ac/np/images/9/91/Starry-Skies_Rug_NH_Icon.png,128,128,10182,images/rugs/星空地毯_Starry-skies_rug.webp,3.0 × 3.0,M,中型 (M)
Item:Summer-shell rug (New Horizons),Summer-shell rug,夏天貝殼地毯,なつのかいがらのラグ,False,File:Summer-Shell_Rug_NH_Icon.png,夏天貝殼地毯_Summer-shell_rug.png,https://dodo.ac/np/images/b/bc/Summer-Shell_Rug_NH_Icon.png,128,128,8783,images/rugs/夏天貝殼地毯_Summer-shell_rug.webp,3.0 × 3.0,M,中型 (M)
Item:Sunflower rug (New Horizons),Sunflower rug,向日葵地毯,ひまわりのラグ,False,File:Sunflower_Rug_NH_Icon.png,向日葵地毯_Sunflower_rug.png,https://dodo.ac/np/images/7/7f/Sunflower_Rug_NH_Icon.png,128,128,8838,images/rugs/向日葵地毯_Sunflower_rug.webp,3.0 × 3.0,M,中型 (M)
Item:Tatami mat (New Horizons),Tatami mat,一張榻榻米,いちじょうのたたみ,False,File:Tatami_Mat_NH_Icon.png,一張榻榻米_Tatami_mat.png,https://dodo.ac/np/images/e/e6/Tatami_Mat_NH_Icon.png,128,128,10172,images/rugs/一張榻榻米_Tatami_mat.webp,3.0 × 2.0,M,中型 (M)
Item:Tree-stump rug (New Horizons),Tree-stump rug,樹樁地毯,きりかぶのラグ,False,File:Tree-Stump_Rug_NH_Icon.png,樹樁地毯_Tree-stump_rug.png,https://dodo.ac/np/images/a/a8/Tree-Stump_Rug_NH_Icon.png,128,128,8810,images/rugs/樹樁地毯_Tree-stump_rug.webp,3.0 × 3.0,M,中型 (M)
Item:Tropical rug (New Horizons),Tropical rug,南方小島地毯,みなみのしまのラグ,False,File:Tropical_Rug_NH_Icon.png,南方小島地毯_Tropical_rug.png,https://dodo.ac/np/images/3/3d/Tropical_Rug_NH_Icon.png,128,128,9753,images/rugs/南方小島地毯_Tropical_rug.webp,3.0 × 3.0,M,中型 (M)
Item:Turkey Day rug (New Horizons),Turkey Day rug,感恩節地毯,サンクスギビングなラグ,False,File:Turkey_Day_Rug_NH_Icon.png,感恩節地毯_Turkey_Day_rug.png,https://dodo.ac/np/images/0/06/Turkey_Day_Rug_NH_Icon.png,128,128,13278,images/rugs/感恩節地毯_Turkey_Day_rug.webp,4.0 × 4.0,L,大型 (L)
Item:Turquoise heart rug (New Horizons),Turquoise heart rug,藍色愛心地毯,ブルーハートのラグ,False,File:Turquoise_Heart_Rug_NH_Icon.png,藍色愛心地毯_Turquoise_heart_rug.png,https://dodo.ac/np/images/2/2d/Turquoise_Heart_Rug_NH_Icon.png,128,128,8607,images/rugs/藍色愛心地毯_Turquoise_heart_rug.webp,3.0 × 3.0,M,中型 (M)
Item:White exercise mat (New Horizons),White exercise mat,白色體操墊,しろいたいそうマット,False,File:White_Exercise_Mat_NH_Icon.png,白色體操墊_White_exercise_mat.png,https://dodo.ac/np/images/9/9b/White_Exercise_Mat_NH_Icon.png,128,128,8300,images/rugs/白色體操墊_White_exercise_mat.webp,3.0 × 2.0,M,中型 (M)
Item:White heart rug (New Horizons),White heart rug,白色愛心地毯,ホワイトハートのラグ,False,File:White_Heart_Rug_NH_Icon.png,白色愛心地毯_White_heart_rug.png,https://dodo.ac/np/images/7/7f/White_Heart_Rug_NH_Icon.png,128,128,7089,images/rugs/白色愛心地毯_White_heart_rug.webp,3.0 × 3.0,M,中型 (M)
Item:White message mat (New Horizons),White message mat,白色訊息地墊,しろいメッセージマット,False,File:White_Message_Mat_NH_Icon.png,白色訊息地墊_White_message_mat.png,https://dodo.ac/np/images/a/a0/White_Message_Mat_NH_Icon.png,128,128,8048,images/rugs/白色訊息地墊_White_message_mat.webp,2.0 × 1.0,S,小型 (S)
Item:White rose rug (New Horizons),White rose rug,白色玫瑰地毯,ホワイトローズのラグ,False,File:White_Rose_Rug_NH_Icon.png,白色玫瑰地毯_White_rose_rug.png,https://dodo.ac/np/images/5/5c/White_Rose_Rug_NH_Icon.png,128,128,9013,images/rugs/白色玫瑰地毯_White_rose_rug.webp,3.0 × 3.0,M,中型 (M)
Item:White simple medium mat (New Horizons),White simple medium mat,中型白色簡約地墊,しろいシンプルマット・M,False,File:White_Simple_Medium_Mat_NH_Icon.png,中型白色簡約地墊_White_simple_medium_mat.png,https://dodo.ac/np/images/4/44/White_Simple_Medium_Mat_NH_Icon.png,128,128,9519,images/rugs/中型白色簡約地墊_White_simple_medium_mat.webp,3.0 × 3.0,M,中型 (M)
Item:White simple small mat (New Horizons),White simple small mat,小型白色簡約地墊,しろいシンプルマット・S,False,File:White_Simple_Small_Mat_NH_Icon.png,小型白色簡約地墊_White_simple_small_mat.png,https://dodo.ac/np/images/2/2c/White_Simple_Small_Mat_NH_Icon.png,128,128,10443,images/rugs/小型白色簡約地墊_White_simple_small_mat.webp,2.0 × 2.0,S,小型 (S)
Item:White square tile (New Horizons),White square tile,白色地磚地毯,ホワイトのフローリングタイル,False,File:White_Square_Tile_NH_Icon.png,白色地磚地毯_White_square_tile.png,https://dodo.ac/np/images/2/2e/White_Square_Tile_NH_Icon.png,128,128,10964,images/rugs/白色地磚地毯_White_square_tile.webp,2.0 × 2.0,S,小型 (S)
Item:White wedding rug (New Horizons),White wedding rug,白色婚禮地毯,ウェディングなラグ・ホワイト,False,File:White_Wedding_Rug_NH_Icon.png,白色婚禮地毯_White_wedding_rug.png,https://dodo.ac/np/images/7/7f/White_Wedding_Rug_NH_Icon.png,128,128,8214,images/rugs/白色婚禮地毯_White_wedding_rug.webp,3.0 × 2.0,M,中型 (M)
Item:White wooden-deck rug (New Horizons),White wooden-deck rug,白色木甲板地毯,しろいウッドデッキのラグ,False,File:White_Wooden-Deck_Rug_NH_Icon.png,白色木甲板地毯_White_wooden-deck_rug.png,https://dodo.ac/np/images/8/83/White_Wooden-Deck_Rug_NH_Icon.png,128,128,9972,images/rugs/白色木甲板地毯_White_wooden-deck_rug.webp,3.0 × 2.0,M,中型 (M)
Item:White-wood flooring sheet (New Horizons),White-wood flooring sheet,白木色地板鋪巾,ホワイトウッドなフロアシート,False,File:White-Wood_Flooring_Sheet_NH_Icon.png,白木色地板鋪巾_White-wood_flooring_sheet.png,https://dodo.ac/np/images/6/6c/White-Wood_Flooring_Sheet_NH_Icon.png,128,128,6707,images/rugs/白木色地板鋪巾_White-wood_flooring_sheet.webp,2.0 × 1.0,S,小型 (S)
Item:White-wood flooring tile (New Horizons),White-wood flooring tile,白木色地磚地墊,ホワイトウッドなフロアタイル,False,File:White-Wood_Flooring_Tile_NH_Icon.png,白木色地磚地墊_White-wood_flooring_tile.png,https://dodo.ac/np/images/9/9f/White-Wood_Flooring_Tile_NH_Icon.png,128,128,8616,images/rugs/白木色地磚地墊_White-wood_flooring_tile.webp,1.0 × 1.0,S,小型 (S)
Item:Yellow argyle rug (New Horizons),Yellow argyle rug,黃色菱格紋地毯,きいろいアーガイルのラグ,False,File:Yellow_Argyle_Rug_NH_Icon.png,黃色菱格紋地毯_Yellow_argyle_rug.png,https://dodo.ac/np/images/a/a0/Yellow_Argyle_Rug_NH_Icon.png,128,128,10336,images/rugs/黃色菱格紋地毯_Yellow_argyle_rug.webp,4.0 × 3.0,L,大型 (L)
Item:Yellow bamboo mat (New Horizons),Yellow bamboo mat,黃色竹子鋪墊,きいろいたけのしきもの,False,File:Yellow_Bamboo_Mat_NH_Icon.png,黃色竹子鋪墊_Yellow_bamboo_mat.png,https://dodo.ac/np/images/3/39/Yellow_Bamboo_Mat_NH_Icon.png,128,128,8833,images/rugs/黃色竹子鋪墊_Yellow_bamboo_mat.webp,2.0 × 1.0,S,小型 (S)
Item:Yellow blocks rug (New Horizons),Yellow blocks rug,黃色磚塊地毯,きいろブロックのラグ,False,File:Yellow_Blocks_Rug_NH_Icon.png,黃色磚塊地毯_Yellow_blocks_rug.png,https://dodo.ac/np/images/1/1d/Yellow_Blocks_Rug_NH_Icon.png,128,128,12952,images/rugs/黃色磚塊地毯_Yellow_blocks_rug.webp,3.0 × 3.0,M,中型 (M)
Item:Yellow checked rug (New Horizons),Yellow checked rug,黃色格紋拼布地毯,きいろいチェックキルトのラグ,False,File:Yellow_Checked_Rug_NH_Icon.png,黃色格紋拼布地毯_Yellow_checked_rug.png,https://dodo.ac/np/images/5/50/Yellow_Checked_Rug_NH_Icon.png,128,128,13408,images/rugs/黃色格紋拼布地毯_Yellow_checked_rug.webp,4.0 × 4.0,L,大型 (L)
Item:Yellow Hawaiian quilt rug (New Horizons),Yellow Hawaiian quilt rug,黃色夏威夷拼布地毯,きいろいハワイアンキルトのラグ,False,File:Yellow_Hawaiian_Quilt_Rug_NH_Icon.png,黃色夏威夷拼布地毯_Yellow_Hawaiian_quilt_rug.png,https://dodo.ac/np/images/0/08/Yellow_Hawaiian_Quilt_Rug_NH_Icon.png,128,128,11603,images/rugs/黃色夏威夷拼布地毯_Yellow_Hawaiian_quilt_rug.webp,4.0 × 4.0,L,大型 (L)
Item:Yellow kilim-style carpet (New Horizons),Yellow kilim-style carpet,黃色基裡姆地毯,きいろいキリムのカーペット,False,File:Yellow_Kilim-Style_Carpet_NH_Icon.png,黃色基裡姆地毯_Yellow_kilim-style_carpet.png,https://dodo.ac/np/images/7/74/Yellow_Kilim-Style_Carpet_NH_Icon.png,128,128,14194,images/rugs/黃色基裡姆地毯_Yellow_kilim-style_carpet.webp,5.0 × 5.0,L,大型 (L)
Item:Yellow kitchen mat (New Horizons),Yellow kitchen mat,黃色廚房地墊,きいろいキッチンマット,False,File:Yellow_Kitchen_Mat_NH_Icon.png,黃色廚房地墊_Yellow_kitchen_mat.png,https://dodo.ac/np/images/2/20/Yellow_Kitchen_Mat_NH_Icon.png,128,128,8239,images/rugs/黃色廚房地墊_Yellow_kitchen_mat.webp,2.0 × 1.0,S,小型 (S)
Item:Yellow medium round mat (New Horizons),Yellow medium round mat,中型黃色圓地墊,きいろいラウンドマット・M,False,File:Yellow_Medium_Round_Mat_NH_Icon.png,中型黃色圓地墊_Yellow_medium_round_mat.png,https://dodo.ac/np/images/1/17/Yellow_Medium_Round_Mat_NH_Icon.png,128,128,8180,images/rugs/中型黃色圓地墊_Yellow_medium_round_mat.webp,3.0 × 3.0,M,中型 (M)
Item:Yellow message mat (New Horizons),Yellow message mat,黃色訊息地墊,きいろいメッセージマット,False,File:Yellow_Message_Mat_NH_Icon.png,黃色訊息地墊_Yellow_message_mat.png,https://dodo.ac/np/images/a/a5/Yellow_Message_Mat_NH_Icon.png,128,128,7589,images/rugs/黃色訊息地墊_Yellow_message_mat.webp,2.0 × 1.0,S,小型 (S)
Item:Yellow Persian rug (New Horizons),Yellow Persian rug,黃色波斯地毯,きいろいペルシャじゅうたん,False,File:Yellow_Persian_Rug_NH_Icon.png,黃色波斯地毯_Yellow_Persian_rug.png,https://dodo.ac/np/images/4/46/Yellow_Persian_Rug_NH_Icon.png,128,128,14363,images/rugs/黃色波斯地毯_Yellow_Persian_rug.webp,5.0 × 5.0,L,大型 (L)
Item:Yellow rose rug (New Horizons),Yellow rose rug,黃色玫瑰地毯,イエローローズのラグ,False,File:Yellow_Rose_Rug_NH_Icon.png,黃色玫瑰地毯_Yellow_rose_rug.png,https://dodo.ac/np/images/2/2b/Yellow_Rose_Rug_NH_Icon.png,128,128,9482,images/rugs/黃色玫瑰地毯_Yellow_rose_rug.webp,3.0 × 3.0,M,中型 (M)
Item:Yellow small round mat (New Horizons),Yellow small round mat,小型黃色圓地墊,きいろいラウンドマット・S,False,File:Yellow_Small_Round_Mat_NH_Icon.png,小型黃色圓地墊_Yellow_small_round_mat.png,https://dodo.ac/np/images/b/b6/Yellow_Small_Round_Mat_NH_Icon.png,128,128,8228,images/rugs/小型黃色圓地墊_Yellow_small_round_mat.webp,2.0 × 2.0,S,小型 (S)
Item:Yellow star rug (New Horizons),Yellow star rug,黃色星星地毯,きいろいおほしさまのラグ,False,File:Yellow_Star_Rug_NH_Icon.png,黃色星星地毯_Yellow_star_rug.png,https://dodo.ac/np/images/a/af/Yellow_Star_Rug_NH_Icon.png,128,128,5961,images/rugs/黃色星星地毯_Yellow_star_rug.webp,3.0 × 3.0,M,中型 (M)
Item:Yellow stripes rug (New Horizons),Yellow stripes rug,黃色粗橫紋地毯,きいろボーダーのラグ,False,File:Yellow_Stripes_Rug_NH_Icon.png,黃色粗橫紋地毯_Yellow_stripes_rug.png,https://dodo.ac/np/images/0/0e/Yellow_Stripes_Rug_NH_Icon.png,128,128,9232,images/rugs/黃色粗橫紋地毯_Yellow_stripes_rug.webp,4.0 × 3.0,L,大型 (L)
Item:Yellow vinyl sheet (New Horizons),Yellow vinyl sheet,黃色塑膠墊,きいろいビニールシート,False,File:Yellow_Vinyl_Sheet_NH_Icon.png,黃色塑膠墊_Yellow_vinyl_sheet.png,https://dodo.ac/np/images/3/39/Yellow_Vinyl_Sheet_NH_Icon.png,128,128,9396,images/rugs/黃色塑膠墊_Yellow_vinyl_sheet.webp,3.0 × 2.0,M,中型 (M)
Item:Yellow watermelon rug (New Horizons),Yellow watermelon rug,黃色西瓜地毯,きいろいスイカのラグ,False,File:Yellow_Watermelon_Rug_NH_Icon.png,黃色西瓜地毯_Yellow_watermelon_rug.png,https://dodo.ac/np/images/f/f1/Yellow_Watermelon_Rug_NH_Icon.png,128,128,8518,images/rugs/黃色西瓜地毯_Yellow_watermelon_rug.webp,3.0 × 3.0,M,中型 (M)
Item:Yellow-design kitchen mat (New Horizons),Yellow-design kitchen mat,黃色圖案廚房地墊,きいろパターンキッチンマット,False,File:Yellow-Design_Kitchen_Mat_NH_Icon.png,黃色圖案廚房地墊_Yellow-design_kitchen_mat.png,https://dodo.ac/np/images/c/c7/Yellow-Design_Kitchen_Mat_NH_Icon.png,128,128,8988,images/rugs/黃色圖案廚房地墊_Yellow-design_kitchen_mat.webp,2.0 × 1.0,S,小型 (S)
Item:Yoshi's Egg rug (New Horizons),Yoshi's Egg rug,耀西蛋地毯,ヨッシーのタマゴのラグ,False,File:Yoshi's_Egg_Rug_NH_Icon.png,耀西蛋地毯_Yoshi's_Egg_rug.png,https://dodo.ac/np/images/d/d5/Yoshi%27s_Egg_Rug_NH_Icon.png,128,128,8527,images/rugs/耀西蛋地毯_Yoshi's_Egg_rug.webp,3.0 × 3.0,M,中型 (M)
