name_zh,name_en,name_ja,has_in_game_screenshot,width,height,filesize,target_media_file,local_filename,local_rel_path,image_url
太空船地板,Sci-fi flooring,うちゅうせんのゆか,True,1280,720,182781,File:Sci-Fi Flooring NH Screenshot.jpg,太空船地板_Sci-fi_flooring.jpg,images/floors/太空船地板_Sci-fi_flooring.jpg,https://dodo.ac/np/images/a/a9/Sci-Fi_Flooring_NH_Screenshot.jpg
全向十字路口,Scramble crosswalk,スクランブルこうさてん,True,1280,720,249644,File:Scramble Crosswalk NH Screenshot.jpg,全向十字路口_Scramble_crosswalk.jpg,images/floors/全向十字路口_Scramble_crosswalk.jpg,https://dodo.ac/np/images/6/6f/Scramble_Crosswalk_NH_Screenshot.jpg
深褐色巧拼地板,Sepia puzzle flooring,セピアパズルのゆか,True,1280,720,256775,File:Sepia Puzzle Flooring NH Screenshot.jpg,深褐色巧拼地板_Sepia_puzzle_flooring.jpg,images/floors/深褐色巧拼地板_Sepia_puzzle_flooring.jpg,https://dodo.ac/np/images/2/2c/Sepia_Puzzle_Flooring_NH_Screenshot.jpg
甲板地板,Ship deck,かんぱんのゆか,True,1280,720,222248,File:Ship Deck NH Screenshot.jpg,甲板地板_Ship_deck.jpg,images/floors/甲板地板_Ship_deck.jpg,https://dodo.ac/np/images/7/7b/Ship_Deck_NH_Screenshot.jpg
人行道地板,Sidewalk flooring,ほどうのゆか,True,1280,720,238684,File:Sidewalk Flooring NH Screenshot.jpg,人行道地板_Sidewalk_flooring.jpg,images/floors/人行道地板_Sidewalk_flooring.jpg,https://dodo.ac/np/images/2/21/Sidewalk_Flooring_NH_Screenshot.jpg
藍色簡約地板,Simple blue flooring,あおいシンプルカーペット,True,1280,720,186090,File:Simple Blue Flooring NH Screenshot.jpg,藍色簡約地板_Simple_blue_flooring.jpg,images/floors/藍色簡約地板_Simple_blue_flooring.jpg,https://dodo.ac/np/images/4/42/Simple_Blue_Flooring_NH_Screenshot.jpg
紫色簡約地板,Simple purple flooring,むらさきのシンプルカーペット,True,1280,720,185208,File:Simple Purple Flooring NH Screenshot.jpg,紫色簡約地板_Simple_purple_flooring.jpg,images/floors/紫色簡約地板_Simple_purple_flooring.jpg,https://dodo.ac/np/images/d/d2/Simple_Purple_Flooring_NH_Screenshot.jpg
紅色簡約地板,Simple red flooring,あかいシンプルカーペット,True,1280,720,203807,File:Simple Red Flooring NH Screenshot.jpg,紅色簡約地板_Simple_red_flooring.jpg,images/floors/紅色簡約地板_Simple_red_flooring.jpg,https://dodo.ac/np/images/2/2d/Simple_Red_Flooring_NH_Screenshot.jpg
白色簡約地板,Simple white flooring,しろいシンプルカーペット,True,1280,720,187709,File:Simple White Flooring NH Screenshot.jpg,白色簡約地板_Simple_white_flooring.jpg,images/floors/白色簡約地板_Simple_white_flooring.jpg,https://dodo.ac/np/images/8/86/Simple_White_Flooring_NH_Screenshot.jpg
滑雪場地板,Ski-slope flooring,ゲレンデのゆか,True,1280,720,206690,File:Ski-Slope Flooring NH Screenshot.jpg,滑雪場地板_Ski-slope_flooring.jpg,images/floors/滑雪場地板_Ski-slope_flooring.jpg,https://dodo.ac/np/images/c/c9/Ski-Slope_Flooring_NH_Screenshot.jpg
骷髏地板,Skull-print flooring,スカルなゆか,True,1280,720,229936,File:Skull-Print Flooring NH Screenshot.jpg,骷髏地板_Skull-print_flooring.jpg,images/floors/骷髏地板_Skull-print_flooring.jpg,https://dodo.ac/np/images/5/58/Skull-Print_Flooring_NH_Screenshot.jpg
不規則石板地,Slate flooring,ランダムなしきいし,True,1280,720,207868,File:Slate Flooring NH Screenshot.jpg,不規則石板地_Slate_flooring.jpg,images/floors/不規則石板地_Slate_flooring.jpg,https://dodo.ac/np/images/3/34/Slate_Flooring_NH_Screenshot.jpg
萬聖節地板,Spooky flooring,ハロウィンなゆか,True,1280,720,200382,File:Spooky Flooring NH Screenshot.jpg,萬聖節地板_Spooky_flooring.jpg,images/floors/萬聖節地板_Spooky_flooring.jpg,https://dodo.ac/np/images/d/d2/Spooky_Flooring_NH_Screenshot.jpg
星星沙灘地板,Starry-sands flooring,ほしのすなはまのゆか,True,1280,720,170663,File:Starry-Sands Flooring NH Screenshot.jpg,星星沙灘地板_Starry-sands_flooring.jpg,images/floors/星星沙灘地板_Starry-sands_flooring.jpg,https://dodo.ac/np/images/6/67/Starry-Sands_Flooring_NH_Screenshot.jpg
蒸汽龐克地板,Steampunk flooring,スチームパンクのゆか,False,128,128,15716,File:Steampunk_Flooring_NH_Icon.png,蒸汽龐克地板_Steampunk_flooring.png,images/floors/蒸汽龐克地板_Steampunk_flooring.png,https://dodo.ac/np/images/e/ed/Steampunk_Flooring_NH_Icon.png
鐵板地板,Steel flooring,てっぱんのゆか,True,1280,720,233131,File:Steel Flooring NH Screenshot.jpg,鐵板地板_Steel_flooring.jpg,images/floors/鐵板地板_Steel_flooring.jpg,https://dodo.ac/np/images/1/14/Steel_Flooring_NH_Screenshot.jpg
大理石地板,Stone tile,だいりせきのゆか,True,1280,720,179957,File:Stone Tile NH Screenshot.jpg,大理石地板_Stone_tile.jpg,images/floors/大理石地板_Stone_tile.jpg,https://dodo.ac/np/images/b/be/Stone_Tile_NH_Screenshot.jpg
條紋地板,Stripe flooring,ストライプなゆか,True,1280,720,327715,File:Stripe Flooring NH Screenshot.jpg,條紋地板_Stripe_flooring.jpg,images/floors/條紋地板_Stripe_flooring.jpg,https://dodo.ac/np/images/d/d9/Stripe_Flooring_NH_Screenshot.jpg
相撲擂臺,Sumo ring,どひょう,True,1280,720,228966,File:Sumo Ring NH Screenshot.jpg,相撲擂臺_Sumo_ring.jpg,images/floors/相撲擂臺_Sumo_ring.jpg,https://dodo.ac/np/images/e/e0/Sumo_Ring_NH_Screenshot.jpg
泥沼地板,Swamp flooring,どろぬまなゆか,True,1280,720,220150,File:Swamp Flooring NH Screenshot.jpg,泥沼地板_Swamp_flooring.jpg,images/floors/泥沼地板_Swamp_flooring.jpg,https://dodo.ac/np/images/0/0f/Swamp_Flooring_NH_Screenshot.jpg
榻榻米,Tatami,たたみ,True,1280,720,244084,File:Tatami NH Screenshot.jpg,榻榻米_Tatami.jpg,images/floors/榻榻米_Tatami.jpg,https://dodo.ac/np/images/b/b7/Tatami_NH_Screenshot.jpg
無邊榻榻米,Tatami flooring,ふちなしたたみ,True,1280,720,274848,File:Tatami Flooring NH Screenshot.jpg,無邊榻榻米_Tatami_flooring.jpg,images/floors/無邊榻榻米_Tatami_flooring.jpg,https://dodo.ac/np/images/a/a7/Tatami_Flooring_NH_Screenshot.jpg
帳篷地板,Tent flooring,テントのゆか,False,128,128,11546,File:Tent_Flooring_NH_Icon.png,帳篷地板_Tent_flooring.png,images/floors/帳篷地板_Tent_flooring.png,https://dodo.ac/np/images/5/5a/Tent_Flooring_NH_Icon.png
陶磚地板,Terra-cotta flooring,テラコッタタイルのゆか,True,1280,720,196312,File:Terra-Cotta Flooring NH Screenshot.jpg,陶磚地板_Terra-cotta_flooring.jpg,images/floors/陶磚地板_Terra-cotta_flooring.jpg,https://dodo.ac/np/images/9/96/Terra-Cotta_Flooring_NH_Screenshot.jpg
虎紋地板,Tiger-print flooring,タイガーなじゅうたん,True,1280,720,259012,File:Tiger-Print Flooring NH Screenshot.jpg,虎紋地板_Tiger-print_flooring.jpg,images/floors/虎紋地板_Tiger-print_flooring.jpg,https://dodo.ac/np/images/3/31/Tiger-Print_Flooring_NH_Screenshot.jpg
車站月臺地板,Train-station flooring,えきのホームなゆか,True,1280,720,283242,File:Train-Station Flooring NH Screenshot.jpg,車站月臺地板_Train-station_flooring.jpg,images/floors/車站月臺地板_Train-station_flooring.jpg,https://dodo.ac/np/images/4/4e/Train-Station_Flooring_NH_Screenshot.jpg
三色奪寶對戰地板,Tricolor Turf War flooring,トリカラバトルのゆか,False,128,128,16239,File:Tricolor_Turf_War_Flooring_NH_Icon.png,三色奪寶對戰地板_Tricolor_Turf_War_flooring.png,images/floors/三色奪寶對戰地板_Tricolor_Turf_War_flooring.png,https://dodo.ac/np/images/6/6c/Tricolor_Turf_War_Flooring_NH_Icon.png
感恩節地板,Turkey Day flooring,サンクスギビングなゆか,True,1280,720,273167,File:Turkey Day Flooring NH Screenshot.jpg,感恩節地板_Turkey_Day_flooring.jpg,images/floors/感恩節地板_Turkey_Day_flooring.jpg,https://dodo.ac/np/images/5/55/Turkey_Day_Flooring_NH_Screenshot.jpg
海底地板,Underwater flooring,うみのそこのゆか,True,1280,720,229652,File:Underwater Flooring NH Screenshot.jpg,海底地板_Underwater_flooring.jpg,images/floors/海底地板_Underwater_flooring.jpg,https://dodo.ac/np/images/0/07/Underwater_Flooring_NH_Screenshot.jpg
水面地板,Water flooring,みなものゆか,True,1280,720,223902,File:Water Flooring NH Screenshot.jpg,水面地板_Water_flooring.jpg,images/floors/水面地板_Water_flooring.jpg,https://dodo.ac/np/images/c/cd/Water_Flooring_NH_Screenshot.jpg
曠野地板,Western desert,こうやのゆか,True,1280,720,256501,File:Western Desert NH Screenshot.jpg,曠野地板_Western_desert.jpg,images/floors/曠野地板_Western_desert.jpg,https://dodo.ac/np/images/b/b2/Western_Desert_NH_Screenshot.jpg
白色六角磚地板,White honeycomb tile,ホワイトハニカムタイルのゆか,True,1280,720,205000,File:White Honeycomb Tile NH Screenshot.jpg,白色六角磚地板_White_honeycomb_tile.jpg,images/floors/白色六角磚地板_White_honeycomb_tile.jpg,https://dodo.ac/np/images/c/cc/White_Honeycomb_Tile_NH_Screenshot.jpg
白色鑄鐵拼花地板,White iron-parquet flooring,しろいアイアンパーケットのゆか,True,1280,720,215971,File:White Iron-Parquet Flooring NH Screenshot.jpg,白色鑄鐵拼花地板_White_iron-parquet_flooring.jpg,images/floors/白色鑄鐵拼花地板_White_iron-parquet_flooring.jpg,https://dodo.ac/np/images/1/1b/White_Iron-Parquet_Flooring_NH_Screenshot.jpg
白色馬賽克磚地板,White mosaic-tile flooring,しろいモザイクタイルのゆか,True,1280,720,213344,File:White Mosaic-Tile Flooring NH Screenshot.jpg,白色馬賽克磚地板_White_mosaic-tile_flooring.jpg,images/floors/白色馬賽克磚地板_White_mosaic-tile_flooring.jpg,https://dodo.ac/np/images/c/cc/White_Mosaic-Tile_Flooring_NH_Screenshot.jpg
婚禮白色磚地板,White wedding flooring,ウェディングなホワイトタイル,True,1280,720,167455,File:White Wedding Flooring NH Screenshot.jpg,婚禮白色磚地板_White_wedding_flooring.jpg,images/floors/婚禮白色磚地板_White_wedding_flooring.jpg,https://dodo.ac/np/images/a/ab/White_Wedding_Flooring_NH_Screenshot.jpg
白色磚塊地板,White-brick flooring,しろレンガのゆか,True,1280,720,202463,File:White-Brick Flooring NH Screenshot.jpg,白色磚塊地板_White-brick_flooring.jpg,images/floors/白色磚塊地板_White-brick_flooring.jpg,https://dodo.ac/np/images/5/5d/White-Brick_Flooring_NH_Screenshot.jpg
白巧克力地板,White-chocolates flooring,ホワイトチョコアソートなゆか,True,1280,720,209708,File:White-Chocolates Flooring NH Screenshot.jpg,白巧克力地板_White-chocolates_flooring.jpg,images/floors/白巧克力地板_White-chocolates_flooring.jpg,https://dodo.ac/np/images/b/b3/White-Chocolates_Flooring_NH_Screenshot.jpg
白色油漆地板,White-paint flooring,しろいペイントフローリング,True,1280,720,191151,File:White-Paint Flooring NH Screenshot.jpg,白色油漆地板_White-paint_flooring.jpg,images/floors/白色油漆地板_White-paint_flooring.jpg,https://dodo.ac/np/images/f/fe/White-Paint_Flooring_NH_Screenshot.jpg
花草地板,Wildflower meadow,くさばなのじゅうたん,True,1280,720,297758,File:Wildflower Meadow NH Screenshot.jpg,花草地板_Wildflower_meadow.jpg,images/floors/花草地板_Wildflower_meadow.jpg,https://dodo.ac/np/images/e/e4/Wildflower_Meadow_NH_Screenshot.jpg
木節地板,Wooden-knot flooring,ふしありフローリング,True,1280,720,190791,File:Wooden-Knot Flooring NH Screenshot.jpg,木節地板_Wooden-knot_flooring.jpg,images/floors/木節地板_Wooden-knot_flooring.jpg,https://dodo.ac/np/images/f/fe/Wooden-Knot_Flooring_NH_Screenshot.jpg
黃色花朵地板,Yellow floral flooring,きいろいフラワーフローリング,True,1280,720,291140,File:Yellow Floral Flooring NH Screenshot.jpg,黃色花朵地板_Yellow_floral_flooring.jpg,images/floors/黃色花朵地板_Yellow_floral_flooring.jpg,https://dodo.ac/np/images/4/41/Yellow_Floral_Flooring_NH_Screenshot.jpg
斑馬紋地板,Zebra-print flooring,ゼブラなゆか,True,1280,720,272142,File:Zebra-Print Flooring NH Screenshot.jpg,斑馬紋地板_Zebra-print_flooring.jpg,images/floors/斑馬紋地板_Zebra-print_flooring.jpg,https://dodo.ac/np/images/6/6d/Zebra-Print_Flooring_NH_Screenshot.jpg
